seq_id	superkingdom	kingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	subgenus	species 
b18338	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18339	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18340	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18341	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18342	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18343	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18344	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18345	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18346	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18347	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18348	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18349	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18350	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18351	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18352	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18353	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18354	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18355	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18356	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18357	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18358	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18359	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18360	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18361	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18362	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18363	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18364	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18365	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18366	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18367	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18368	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18369	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18370	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18371	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18372	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18373	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18374	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18375	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18376	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18739	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18740	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18741	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18742	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18743	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18744	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18745	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18746	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18835	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18836	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18837	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18838	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18839	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18840	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18841	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18842	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18843	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18844	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18845	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18846	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18857	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18858	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18880	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18881	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18937	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b18938	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19023	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19024	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19128	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19129	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19396	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19397	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19398	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19400	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19706	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b19707	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b19748	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b19749	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b20172	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b20173	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b20174	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b20175	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b20176	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b20177	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b23379	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b23380	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b25933	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b25934	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b26244	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b26245	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b26369	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	[Propionibacterium] humerusii
b26370	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	[Propionibacterium] humerusii
b27820	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium granulosum
b27821	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium granulosum
b27824	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b27827	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium granulosum
b29325	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	[Propionibacterium] namnetense
b30570	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium granulosum
b30935	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b30959	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b30960	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b31016	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b31017	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium avidum
b31197	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b33493	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium acnes
b35828	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium modestum
b35829	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Propionibacteriales	-	-	Propionibacteriaceae	-	Cutibacterium	-	Cutibacterium modestum
b4041	Eukaryota	-	-	Rhodophyta	-	-	Bangiophyceae	-	-	Cyanidiales	-	-	Cyanidiaceae	-	Cyanidioschyzon	-	Cyanidioschyzon merolae
b473	Eukaryota	-	-	Rhodophyta	-	-	Bangiophyceae	-	-	Cyanidiales	-	-	Cyanidiaceae	-	Cyanidium	-	Cyanidium caldarium
b1084	Eukaryota	-	-	Rhodophyta	-	-	Bangiophyceae	-	-	Cyanidiales	-	-	Cyanidiaceae	-	Cyanidium	-	Cyanidium caldarium
b31224	Bacteria	-	-	Cyanobacteria	-	-	-	Oscillatoriophycideae	-	Chroococcales	-	-	Cyanobacteriaceae	-	Cyanobacterium	-	Cyanobacterium aponinum
b31225	Bacteria	-	-	Cyanobacteria	-	-	-	Oscillatoriophycideae	-	Chroococcales	-	-	Cyanobacteriaceae	-	Cyanobacterium	-	Cyanobacterium aponinum
b31254	Bacteria	-	-	Cyanobacteria	-	-	-	Oscillatoriophycideae	-	Chroococcales	-	-	Cyanobacteriaceae	-	Cyanobacterium	-	Cyanobacterium aponinum
b31255	Bacteria	-	-	Cyanobacteria	-	-	-	Oscillatoriophycideae	-	Chroococcales	-	-	Cyanobacteriaceae	-	Cyanobacterium	-	Cyanobacterium aponinum
b33837	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Synechococcales	-	-	Synechococcaceae	-	Cyanobium	-	Cyanobium usitatum
b33838	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Synechococcales	-	-	Synechococcaceae	-	Cyanobium	-	Cyanobium usitatum
b837	Eukaryota	-	-	-	-	-	Glaucocystophyceae	-	-	-	-	-	Cyanophoraceae	-	Cyanophora	-	Cyanophora paradoxa
b838	Eukaryota	-	-	-	-	-	Glaucocystophyceae	-	-	-	-	-	Cyanophoraceae	-	Cyanophora	-	Cyanophora paradoxa
b34203	Eukaryota	-	-	-	-	-	Glaucocystophyceae	-	-	-	-	-	-	-	Cyanoptyche	-	Cyanoptyche gloeocystis
b27664	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cyclobacteriaceae	-	Cyclobacterium	-	Cyclobacterium qasimii
b35830	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cyclobacteriaceae	-	Cyclobacterium	-	Cyclobacterium roseum
b35831	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cyclobacteriaceae	-	Cyclobacterium	-	Cyclobacterium salsum
b26788	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Thiotrichales	-	-	Piscirickettsiaceae	-	Cycloclasticus	-	Cycloclasticus pugetii
b27705	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Thiotrichales	-	-	Piscirickettsiaceae	-	Cycloclasticus	-	Cycloclasticus zancles
b32981	Eukaryota	-	-	Bacillariophyta	-	-	Coscinodiscophyceae	Thalassiosirophycidae	-	Thalassiosirales	-	-	Stephanodiscaceae	-	Cyclotella	-	Cyclotella pseudostelligera
b15910	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Nostocales	-	-	Aphanizomenonaceae	-	Cylindrospermopsis	-	Cylindrospermopsis raciborskii
b15911	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Nostocales	-	-	Aphanizomenonaceae	-	Cylindrospermopsis	-	Cylindrospermopsis raciborskii
b29577	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Nostocales	-	-	Aphanizomenonaceae	-	Cylindrospermopsis	-	Cylindrospermopsis raciborskii
b31757	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Nostocales	-	-	Aphanizomenonaceae	-	Cylindrospermopsis	-	Cylindrospermopsis raciborskii
b31758	Bacteria	-	-	Cyanobacteria	-	-	-	-	-	Nostocales	-	-	Aphanizomenonaceae	-	Cylindrospermopsis	-	Cylindrospermopsis raciborskii
b10775	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Myxococcales	Cystobacterineae	-	Archangiaceae	-	Cystobacter	-	Cystobacter fuscus
b22945	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Myxococcales	Cystobacterineae	-	Archangiaceae	-	Cystobacter	-	Cystobacter fuscus
b22946	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Myxococcales	Cystobacterineae	-	Archangiaceae	-	Cystobacter	-	Cystobacter fuscus
b22947	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Myxococcales	Cystobacterineae	-	Archangiaceae	-	Cystobacter	-	Cystobacter fuscus
b1443	Bacteria	-	-	Firmicutes	-	-	Bacilli	-	-	Bacillales	-	-	Bacillaceae	-	Cytobacillus	-	Cytobacillus firmus
b26911	Bacteria	-	-	Firmicutes	-	-	Bacilli	-	-	Bacillales	-	-	Bacillaceae	-	Cytobacillus	-	Cytobacillus oceanisediminis
b28425	Bacteria	-	-	Firmicutes	-	-	Bacilli	-	-	Bacillales	-	-	Bacillaceae	-	Cytobacillus	-	Cytobacillus firmus
b30603	Bacteria	-	-	Firmicutes	-	-	Bacilli	-	-	Bacillales	-	-	Bacillaceae	-	Cytobacillus	-	Cytobacillus kochii
b31358	Bacteria	-	-	Firmicutes	-	-	Bacilli	-	-	Bacillales	-	-	Bacillaceae	-	Cytobacillus	-	Cytobacillus horneckiae
b4419	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cytophagaceae	-	Cytophaga	-	Cytophaga hutchinsonii
b7493	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cytophagaceae	-	Cytophaga	-	Cytophaga hutchinsonii
b9307	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cytophagaceae	-	Cytophaga	-	Cytophaga hutchinsonii
b20064	Eukaryota	Metazoa	-	Arthropoda	Hexapoda	-	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Glossata	Papilionoidea	Nymphalidae	Danainae	Danaus	Danaus	Danaus plexippus
b3183	Eukaryota	Metazoa	-	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Cypriniphysae	Cypriniformes	Cyprinoidei	-	Danionidae	Danioninae	Danio	-	Danio rerio
b4113	Eukaryota	Metazoa	-	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Cypriniphysae	Cypriniformes	Cyprinoidei	-	Danionidae	Danioninae	Danio	-	Danio rerio
b34800	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Rhodospirillales	-	-	Acetobacteraceae	-	Dankookia	-	Dankookia rubra
b34801	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Rhodospirillales	-	-	Acetobacteraceae	-	Dankookia	-	Dankookia rubra
b29945	Eukaryota	-	-	Rhodophyta	-	-	Florideophyceae	Rhodymeniophycidae	-	Ceramiales	-	-	Rhodomelaceae	-	Dasyclonium	-	Dasyclonium flaccidum
b5730	Eukaryota	Fungi	-	Ascomycota	Saccharomycotina	-	Saccharomycetes	-	-	Saccharomycetales	-	-	Debaryomycetaceae	-	Debaryomyces	-	Debaryomyces hansenii
b5051	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Rhodocyclales	-	-	Azonexaceae	-	Dechloromonas	-	Dechloromonas aromatica
b30021	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Rhodocyclales	-	-	Azonexaceae	-	Dechloromonas	-	Dechloromonas denitrificans
b16541	Bacteria	-	-	Deferribacteres	-	-	Deferribacteres	-	-	Deferribacterales	-	-	Deferribacteraceae	-	Deferribacter	-	Deferribacter desulfuricans
b32159	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Rhodobacterales	-	-	Rhodobacteraceae	-	Defluviimonas	-	Defluviimonas denitrificans
b32529	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Rhodobacterales	-	-	Rhodobacteraceae	-	Defluviimonas	-	Defluviimonas aquaemixtae
b476	Bacteria	-	-	Chloroflexi	-	-	Dehalococcoidia	-	-	Dehalococcoidales	-	-	Dehalococcoidaceae	-	Dehalococcoides	-	Dehalococcoides mccartyi
b23344	Bacteria	-	-	Chloroflexi	-	-	Dehalococcoidia	-	-	Dehalococcoidales	-	-	Dehalococcoidaceae	-	Dehalococcoides	-	Dehalococcoides mccartyi
b23345	Bacteria	-	-	Chloroflexi	-	-	Dehalococcoidia	-	-	Dehalococcoidales	-	-	Dehalococcoidaceae	-	Dehalococcoides	-	Dehalococcoides mccartyi
b28298	Bacteria	-	-	Chloroflexi	-	-	Dehalococcoidia	-	-	Dehalococcoidales	-	-	Dehalococcoidaceae	-	Dehalococcoides	-	Dehalococcoides mccartyi
b16840	Bacteria	-	-	Chloroflexi	-	-	Dehalococcoidia	-	-	-	-	-	-	-	Dehalogenimonas	-	Dehalogenimonas lykanthroporepellens
b305	Bacteria	-	-	Deinococcus-Thermus	-	-	Deinococci	-	-	Deinococcales	-	-	Deinococcaceae	-	Deinococcus	-	Deinococcus proteolyticus
b1273	Bacteria	-	-	Deinococcus-Thermus	-	-	Deinococci	-	-	Deinococcales	-	-	Deinococcaceae	-	Deinococcus	-	Deinococcus radiodurans
b7527	Bacteria	-	-	Deinococcus-Thermus	-	-	Deinococci	-	-	Deinococcales	-	-	Deinococcaceae	-	Deinococcus	-	Deinococcus geothermalis
b9497	Bacteria	-	-	Deinococcus-Thermus	-	-	Deinococci	-	-	Deinococcales	-	-	Deinococcaceae	-	Deinococcus	-	Deinococcus grandis
